rank	id	name	score
1	80270	HSD3B7	0.5469222664833069
2	3988	LIPA	0.5420783162117004
3	6718	AKR1D1	0.5059077739715576
4	5836	PYGL	0.4555310904979706
5	570	BAAT	0.44419944286346436
6	146059	CDAN1	0.43526095151901245
7	811	CALR	0.43298545479774475
8	11222	MRPL3	0.42159712314605713
9	54931	TRMT10C	0.41576626896858215
10	861	RUNX1	0.4142637252807617
11	2184	FAH	0.41375160217285156
12	51520	LARS1	0.41304105520248413
13	55240	STEAP3	0.4107895493507385
14	4645	MYO5B	0.40972036123275757
15	6514	SLC2A2	0.40881404280662537
16	9493	KIF23	0.40564975142478943
17	6521	SLC4A1	0.40464428067207336
18	5313	PKLR	0.4032404124736786
19	6005	RHAG	0.4025908410549164
20	6341	SCO1	0.4003438353538513
21	5261	PHKG2	0.4000955820083618
22	11311	VPS45	0.39925605058670044
23	26007	TKFC	0.3959878385066986
24	3431	SP110	0.3953717350959778
25	6208	RPS14	0.3932463824748993
26	130589	GALM	0.3927924931049347
27	10661	KLF1	0.39118507504463196
28	2859	GPR35	0.39115068316459656
29	10507	SEMA4D	0.39115068316459656
30	4485	MST1	0.39115068316459656
31	23395	LARS2	0.3903141915798187
32	7019	TFAM	0.39031127095222473
33	51081	MRPS7	0.387615442276001
34	201294	UNC13D	0.3826908767223358
35	3783	KCNN4	0.3801344931125641
36	28976	ACAD9	0.3800349831581116
37	3043	HBB	0.3799254298210144
38	83706	FERMT3	0.379427045583725
39	5825	ABCD3	0.37920573353767395
40	3931	LCAT	0.3782820403575897
41	5096	PCCB	0.37743479013442993
42	5095	PCCA	0.37743479013442993
43	7381	UQCRB	0.3773863613605499
44	6006	RHCE	0.3772641122341156
45	4351	MPI	0.375190407037735
46	57817	HAMP	0.3743322491645813
47	6609	SMPD1	0.37416964769363403
48	6813	STXBP2	0.37396544218063354
49	326625	MMAB	0.3735661804676056
50	7386	UQCRFS1	0.3725382089614868
51	8676	STX11	0.37083032727241516
52	29127	RACGAP1	0.37044259905815125
53	10165	SLC25A13	0.3703343868255615
54	8772	FADD	0.3700796067714691
55	51473	DCDC2	0.36949583888053894
56	50619	DEF6	0.36702507734298706
57	950	SCARB2	0.36586815118789673
58	2153	F5	0.36562854051589966
59	6811	STX5	0.3652431070804596
60	2038	EPB42	0.36494338512420654
61	5244	ABCB4	0.3637264370918274
62	6427	SRSF2	0.3633689880371094
63	3717	JAK2	0.3632102906703949
64	5205	ATP8B1	0.363069623708725
65	2235	FECH	0.3627624809741974
66	84529	CDIN1	0.3607885241508484
67	3376	IARS1	0.36070919036865234
68	3394	IRF8	0.3605291247367859
69	51128	SAR1B	0.3600108325481415
70	80739	MPIG6B	0.3573826551437378
71	113220	KIF12	0.3560301661491394
72	5256	PHKA2	0.3557823896408081
73	5257	PHKB	0.35571181774139404
74	3047	HBG1	0.35569271445274353
75	57128	LYRM4	0.35511937737464905
76	84317	CCDC115	0.35496464371681213
77	65080	MRPL44	0.3533852696418762
78	9056	SLC7A7	0.35320520401000977
79	6708	SPTA1	0.3520170748233795
80	2592	GALT	0.35160717368125916
81	5105	PCK1	0.35122594237327576
82	1738	DLD	0.35103854537010193
83	55898	UNC45A	0.35087862610816956
84	6710	SPTB	0.35070163011550903
85	5551	PRF1	0.35013172030448914
86	212	ALAS2	0.3491944372653961
87	55858	TMEM165	0.3490096926689148
88	2035	EPB41	0.3475607931613922
89	54790	TET2	0.34725645184516907
90	2819	GPD1	0.3466557264328003
91	54938	SARS2	0.34590476751327515
92	84701	COX4I2	0.3446880877017975
93	64241	ABCG8	0.3441401422023773
94	1604	CD55	0.34375420212745667
95	58484	NLRC4	0.34355586767196655
96	166785	MMAA	0.34273141622543335
97	81693	AMN	0.3420814573764801
98	54532	USP53	0.341773122549057
99	537	ATP6AP1	0.3417249917984009
100	9663	LPIN2	0.3415706753730774
101	7372	UMPS	0.3401658236980438
102	9842	PLEKHM1	0.3386606276035309
103	540	ATP7B	0.3383890986442566
104	4352	MPL	0.3372880816459656
105	9971	NR1H4	0.3354223668575287
106	26276	VPS33B	0.33504152297973633
107	6916	TBXAS1	0.334750235080719
108	6007	RHD	0.33462879061698914
109	10056	FARSB	0.3340408504009247
110	6888	TALDO1	0.33244627714157104
111	285282	RABL3	0.3320716619491577
112	23022	PALLD	0.3320716619491577
113	9414	TJP2	0.33054059743881226
114	55687	TRMU	0.32858532667160034
115	2998	GYS2	0.3279581367969513
116	4547	MTTP	0.3276877701282501
117	1244	ABCC2	0.3269689381122589
118	1650	DDOST	0.32634085416793823
119	3155	HMGCL	0.32616668939590454
120	3162	HMOX1	0.3256625533103943
121	4627	MYH9	0.3255893290042877
122	3033	HADH	0.32497072219848633
123	283459	GATC	0.32489410042762756
124	55278	QRSL1	0.32431864738464355
125	3048	HBG2	0.32336339354515076
126	3158	HMGCS2	0.3224325478076935
127	124454	EARS2	0.3224153220653534
128	200931	SLC51A	0.32206395268440247
129	55532	SLC30A10	0.3218347132205963
130	1537	CYC1	0.3218081295490265
131	2122	MECOM	0.32056185603141785
132	8647	ABCB11	0.32036662101745605
133	4358	MPV17	0.3202652633190155
134	9054	NFS1	0.32016614079475403
135	5692	PSMB4	0.31992554664611816
136	5698	PSMB9	0.31992554664611816
137	147007	TMEM199	0.3190242648124695
138	10616	RBCK1	0.3190052807331085
139	79053	ALG8	0.3189697563648224
140	6689	SPIB	0.3170694410800934
141	9966	TNFSF15	0.3170694410800934
142	5450	POU2AF1	0.3170694410800934
143	79258	MMEL1	0.3170694410800934
144	5568	PRKACG	0.316300630569458
145	8328	GFI1B	0.31603744626045227
146	229	ALDOB	0.3159474730491638
147	7066	THPO	0.315609335899353
148	19	ABCA1	0.31502506136894226
149	7037	TFRC	0.3148283362388611
150	226	ALDOA	0.3141821324825287
151	338328	GPIHBP1	0.3125823438167572
152	123264	SLC51B	0.31242215633392334
153	8482	SEMA7A	0.3119426369667053
154	644	BLVRA	0.31162863969802856
155	55340	GIMAP5	0.31143951416015625
156	2821	GPI	0.31138792634010315
157	7018	TF	0.31004709005355835
