rank	id	name	score
1	227810	Fanconi-Bickel syndrome	0.3875485956668854
2	611881	Glycogen storage disease XII	0.37872111797332764
3	603902	Thalassemia-beta, dominant inclusion-body	0.3629973232746124
4	232700	Glycogen storage disease VI	0.3299282193183899
5	613027	Glycogen storage disease IXc	0.32839879393577576
6	615895	Polyglucosan body myopathy 1 with or without immunodeficiency	0.3214923143386841
7	610539	Gaucher disease, atypical	0.31919312477111816
8	232500	Glycogen storage disease IV	0.31523945927619934
9	230800	Gaucher disease, type I	0.3001575469970703
10	231000	Gaucher disease, type III	0.2933950424194336
11	232200	Glycogen storage disease Ia	0.2821369469165802
12	257220	Niemann-pick disease, type C1	0.2700904607772827
13	230900	Gaucher disease, type II	0.2680332362651825
14	261750	Glycogen storage disease type IXb	0.25996172428131104
15	232220	Glycogen storage disease Ib	0.25784358382225037
16	608013	Gaucher disease, perinatal lethal	0.25477251410484314
17	607625	Niemann-pick disease, type C2	0.23440693318843842
18	232800	Glycogen storage disease VII	0.2233271300792694
19	232240	Glycogen storage disease Ic	0.21768678724765778
20	306000	Glycogen storage disease, type IXa1	0.2156316339969635
21	231005	Gaucher disease, type IIIC	0.1955920159816742
22	240600	Glycogen storage disease 0, liver	0.19006672501564026
23	232400	Glycogen storage disease III	0.1802331805229187
24	232300	Glycogen storage disease II	0.1802007257938385
25	612933	Glycogen storage disease XI	0.16534702479839325
26	612932	Glycogen storage disease XIII	0.13041803240776062
27	232600	Glycogen storage disease V	0.12253420054912567
28	263570	Polyglucosan body neuropathy, adult form	0.11813957989215851
29	261670	Phosphoglycerate mutase, muscle, deficiency of	0.10421662777662277
30	611556	Glycogen storage disease 0, muscle	0.10344243794679642
31	613507	Glycogen storage disease XV	0.09261768311262131
32	300653	Phosphoglycerate kinase 1 deficiency	0.09180499613285065
33	616199	Polyglucosan body myopathy 2	0.08337056636810303
34	614128	Lactate dehydrogenase B deficiency	0.07779504358768463
35	613985	BETA-THALASSEMIA	0.07753341645002365
36	300559	Muscle glycogenosis, X-linked	0.06482435017824173
37	300257	Danon disease	0.06441668421030045
