rank	id	name	score
1	611881	Glycogen storage disease XII	0.3850221335887909
2	603902	Thalassemia-beta, dominant inclusion-body	0.37551236152648926
3	227810	Fanconi-Bickel syndrome	0.35746002197265625
4	232700	Glycogen storage disease VI	0.3333960771560669
5	610539	Gaucher disease, atypical	0.3249591588973999
6	232500	Glycogen storage disease IV	0.3152279853820801
7	230800	Gaucher disease, type I	0.3068256676197052
8	615895	Polyglucosan body myopathy 1 with or without immunodeficiency	0.30031484365463257
9	231000	Gaucher disease, type III	0.29846489429473877
10	613027	Glycogen storage disease IXc	0.2817976772785187
11	257220	Niemann-pick disease, type C1	0.27369627356529236
12	230900	Gaucher disease, type II	0.2730889320373535
13	261750	Glycogen storage disease type IXb	0.2609080672264099
14	608013	Gaucher disease, perinatal lethal	0.2567135989665985
15	232200	Glycogen storage disease Ia	0.25557219982147217
16	607625	Niemann-pick disease, type C2	0.23714855313301086
17	232220	Glycogen storage disease Ib	0.23168089985847473
18	232800	Glycogen storage disease VII	0.226675882935524
19	231005	Gaucher disease, type IIIC	0.2006051242351532
20	232400	Glycogen storage disease III	0.1790917068719864
21	306000	Glycogen storage disease, type IXa1	0.178336039185524
22	232300	Glycogen storage disease II	0.1782197505235672
23	232240	Glycogen storage disease Ic	0.17738944292068481
24	240600	Glycogen storage disease 0, liver	0.13762210309505463
25	612932	Glycogen storage disease XIII	0.13299734890460968
26	232600	Glycogen storage disease V	0.12407921254634857
27	612933	Glycogen storage disease XI	0.1233990341424942
28	263570	Polyglucosan body neuropathy, adult form	0.11967470496892929
29	611556	Glycogen storage disease 0, muscle	0.10560109466314316
30	261670	Phosphoglycerate mutase, muscle, deficiency of	0.10556817799806595
31	613507	Glycogen storage disease XV	0.09550976008176804
32	300653	Phosphoglycerate kinase 1 deficiency	0.09283605962991714
33	616199	Polyglucosan body myopathy 2	0.08401603996753693
34	613985	BETA-THALASSEMIA	0.08090302348136902
35	614128	Lactate dehydrogenase B deficiency	0.07878046482801437
36	300257	Danon disease	0.06452976167201996
37	300559	Muscle glycogenosis, X-linked	0.0607365258038044
