rank	id	name	score
1	278000	Lysosomal acid lipase deficiency	0.5558913350105286
2	619868	Cholestasis, progressive familial intrahepatic, 10	0.46888798475265503
3	613812	Bile acid synthesis defect, congenital, 3	0.46770450472831726
4	618963	Immunodeficiency 69, mycobacteriosis	0.4656292200088501
5	615486	Interstitial lung and liver disease	0.45860427618026733
6	269600	Sea-Blue histiocyte disease	0.45744723081588745
7	224120	Anemia, congenital dyserythropoietic, type Ia	0.4510762393474579
8	618805	Triokinase and FMN cyclase deficiency syndrome	0.44684162735939026
9	616860	Anemia, sideroblastic, 3, pyridoxine-refractory	0.44375836849212646
10	619232	Bile acid conjugation defect 1	0.43921083211898804
11	607765	Bile acid synthesis defect, congenital, 1	0.43314775824546814
12	617021	Hydrops, lactic acidosis, and sideroblastic anemia	0.43181684613227844
13	605814	Citrullinemia, type II, neonatal-onset	0.42175236344337463
14	613673	Anemia, dyserythropoietic congenital, type IV	0.42166316509246826
15	617049	Cholestasis, progressive familial intrahepatic, 5	0.4206354022026062
16	235555	Bile acid synthesis defect, congenital, 2	0.4175722599029541
17	257200	Niemann-Pick disease, type A	0.4174688756465912
18	615285	Neutropenia, severe congenital, 5, autosomal recessive	0.4155173897743225
19	214950	Bile acid synthesis defect, congenital, 4	0.4144604504108429
20	618528	Mitochondrial DNA depletion syndrome 16 (hepatic type)	0.413501113653183
21	230400	Galactosemia	0.4122450351715088
22	210250	Sitosterolemia 1	0.4103252589702606
23	607616	Niemann-pick disease, type B	0.40918880701065063
24	620010	Cholestasis, progressive familial intrahepatic, 12	0.3987925946712494
25	602347	Cholestasis, progressive familial intrahepatic, 3	0.3982255160808563
26	612840	Leukocyte adhesion deficiency, type III	0.3971802592277527
27	237800	Hyperbilirubinemia, shunt, primary	0.389055460691452
28	615085	Osteopetrosis, autosomal recessive 8	0.38760772347450256
29	611881	Glycogen storage disease XII	0.3850221335887909
30	226990	Immunodeficiency 32B, monocyte and dendritic cell deficiency, autosomal recessive	0.38404595851898193
31	617394	Sclerosing cholangitis, neonatal	0.3822656273841858
32	603554	Omenn syndrome	0.3819501996040344
33	617441	Thrombocytopenia, anemia, and myelofibrosis	0.38161319494247437
34	617156	Mitochondrial DNA depletion syndrome 15 (hepatocerebral type)	0.380995512008667
